Game Week,Weekday,Date,Time,Home Team,Score,Away Team,Attendance,Venue,Referee,Match Report,Notes
27,Wed,2020-06-03,20:00 ,Sparta Prague,3–0,Teplice,120,Generali Arena,Petr Hocek,Match Report,
,,,,,,,,,,,
28,Sat,2020-06-06,16:00 ,Fastav Zlín,1–0,Příbram,125,Stadion Letná,Pavel Královec,Match Report,
28,Sat,2020-06-06,18:00 ,Slovan Liberec,2–2,Mladá Boleslav,150,Stadion u Nisy,Tomáš Klíma,Match Report,
28,Sat,2020-06-06,20:00 ,Bohemians 1905,0–1,Sparta Prague,125,Stadion Ďolíček,Zbyněk Proske,Match Report,
28,Sun,2020-06-07,15:00 ,Karviná,0–0,České Budĕjov.,,Městský stadion,Ondřej Lerch,Match Report,
28,Sun,2020-06-07,15:00 ,Opava,1–1,Slovácko,126,Stadion v Městských sadech,Pavel Orel,Match Report,
28,Sun,2020-06-07,17:00 ,Teplice,1–2,Jablonec,140,Na Stínadlech,Ondřej Ginzel,Match Report,
28,Sun,2020-06-07,17:00 ,Sigma Olomouc,2–3,Baník Ostrava,120,Andrův stadion,Petr Ardeleánu,Match Report,
28,Sun,2020-06-07,19:00 ,Slavia Prague,0–0,Viktoria Plzeň,150,Sinobo Stadium,Pavel Franek,Match Report,
,,,,,,,,,,,
29,Wed,2020-06-10,18:00 ,České Budĕjov.,3–1,Teplice,280,Fotbalový stadion Střelecký ostrov,Pavel Franek,Match Report,
29,Wed,2020-06-10,18:00 ,Slovácko,1–2,Bohemians 1905,317,Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch,Match Report,
29,Wed,2020-06-10,18:00 ,Příbram,2–1,Slovan Liberec,280,Energon Aréna,Paval Julínek,Match Report,
29,Wed,2020-06-10,18:00 ,Viktoria Plzeň,3–0,Fastav Zlín,160,Doosan Arena,Pavel Rejžek,Match Report,
29,Wed,2020-06-10,18:00 ,Jablonec,1–0,Karviná,280,Stadion Střelnice,Jana Adámková,Match Report,
29,Wed,2020-06-10,18:00 ,Baník Ostrava,2–2,Slavia Prague,,Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
29,Wed,2020-06-10,18:00 ,Sparta Prague,2–0,Opava,300,Generali Arena,Emanuel Marek,Match Report,
29,Wed,2020-06-10,18:00 ,Mladá Boleslav,0–2,Sigma Olomouc,287,Adidas Aréna,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
30,Sun,2020-06-14,17:00 ,Karviná,2–2,Mladá Boleslav,210,Městský stadion,Paval Julínek,Match Report,
30,Sun,2020-06-14,17:00 ,Bohemians 1905,3–0,Jablonec,350,Stadion Ďolíček,Karel Hrubes,Match Report,
30,Sun,2020-06-14,17:00 ,Slavia Prague,1–0,Fastav Zlín,150,Sinobo Stadium,Petr Ardeleánu,Match Report,
30,Sun,2020-06-14,17:00 ,Slovácko,0–2,Sparta Prague,300,Městský fotbalový stadion Miroslava Vale...,Pavel Franek,Match Report,
30,Sun,2020-06-14,17:00 ,Sigma Olomouc,0–1,Viktoria Plzeň,328,Andrův stadion,Emanuel Marek,Match Report,
30,Sun,2020-06-14,17:00 ,Teplice,4–0,Příbram,223,Na Stínadlech,Ondřej Berka,Match Report,
30,Sun,2020-06-14,17:00 ,Opava,2–0,České Budĕjov.,304,Stadion v Městských sadech,Ondřej Pechanec,Match Report,
30,Sun,2020-06-14,17:00 ,Slovan Liberec,0–0,Baník Ostrava,350,Stadion u Nisy,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
1,Sat,2020-06-20,15:30 ,Fastav Zlín,3–1,Opava,"1,350",Stadion Letná,Karel Hrubes,Match Report,
1,Sat,2020-06-20,15:30 ,Příbram,2–0,Sigma Olomouc,800,Energon Aréna,Pavel Franek,Match Report,
1,Sat,2020-06-20,15:30 ,Teplice,4–1,Karviná,"1,730",Na Stínadlech,Ondřej Lerch,Match Report,
1,Sat,2020-06-20,17:30 ,Sparta Prague,4–1,Slovan Liberec,"2,300",Generali Arena,Petr Ardeleánu,Match Report,
1,Sat,2020-06-20,20:00 ,Baník Ostrava,1–3,Slavia Prague,"1,722",Městský stadion - Vítkovice Aréna,Pavel Královec,Match Report,
,,,,,,,,,,,
,Sun,2020-06-21,15:00 ,Slovácko,1–2,Bohemians 1905,"1,800",Městský fotbalový stadion Miroslava Vale...,Pavel Rejžek,Match Report,Leg 1 of 2
,Sun,2020-06-21,17:00 ,Mladá Boleslav,2–1,České Budĕjov.,"1,230",Adidas Aréna,Zbyněk Proske,Match Report,Leg 1 of 2
1,Sun,2020-06-21,19:00 ,Viktoria Plzeň,2–0,Jablonec,"2,472",Doosan Arena,Paval Julínek,Match Report,
,,,,,,,,,,,
2,Tue,2020-06-23,17:30 ,Sigma Olomouc,0–0,Teplice,"1,666",Andrův stadion,Jana Adámková,Match Report,
2,Tue,2020-06-23,17:30 ,Karviná,0–0,Opava,250,Městský stadion,Pavel Královec,Match Report,
2,Tue,2020-06-23,17:30 ,Fastav Zlín,1–0,Příbram,"1,490",Stadion Letná,Pavel Orel,Match Report,
2,Tue,2020-06-23,20:00 ,Sparta Prague,3–2,Baník Ostrava,"3,728",Generali Arena,Tomáš Klíma,Match Report,
2,Wed,2020-06-24,17:30 ,Jablonec,1–1,Slovan Liberec,672,Stadion Střelnice,Ondřej Pechanec,Match Report,
2,Wed,2020-06-24,20:00 ,Slavia Prague,1–0,Viktoria Plzeň,"3,500",Sinobo Stadium,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
,Sat,2020-06-27,15:00 ,České Budĕjov.,0–2,Mladá Boleslav,"1,630",Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,Leg 2 of 2; Mladá Boleslav won
,Sat,2020-06-27,17:30 ,Bohemians 1905,2–1,Slovácko,"1,400",Stadion Ďolíček,Emanuel Marek,Match Report,Leg 2 of 2; Bohemians 1905 won
3,Sat,2020-06-27,20:00 ,Slovan Liberec,2–1,Baník Ostrava,"2,488",Stadion u Nisy,Zbyněk Proske,Match Report,
3,Sun,2020-06-28,14:30 ,Opava,0–0,Příbram,"1,693",Stadion v Městských sadech,Miroslav Zelinka,Match Report,
3,Sun,2020-06-28,14:30 ,Sigma Olomouc,3–1,Karviná,"1,546",Andrův stadion,Ondřej Berka,Match Report,
3,Sun,2020-06-28,14:30 ,Teplice,4–1,Fastav Zlín,"2,072",Na Stínadlech,Petr Hocek,Match Report,
3,Sun,2020-06-28,16:30 ,Viktoria Plzeň,2–1,Sparta Prague,"2,925",Doosan Arena,Pavel Orel,Match Report,
3,Sun,2020-06-28,19:00 ,Slavia Prague,4–0,Jablonec,"4,500",Sinobo Stadium,Ondřej Lerch,Match Report,
,,,,,,,,,,,
,Sat,2020-07-04,20:00 ,Mladá Boleslav,3–0,Bohemians 1905,"1,175",Adidas Aréna,Ondřej Lerch,Match Report,Leg 1 of 2
4,Sun,2020-07-05,17:00 ,Slovan Liberec,1–3,Slavia Prague,"2,488",Stadion u Nisy,Pavel Franek,Match Report,
4,Sun,2020-07-05,17:00 ,Baník Ostrava,0–0,Viktoria Plzeň,"3,853",Městský stadion - Vítkovice Aréna,Petr Ardeleánu,Match Report,
4,Sun,2020-07-05,17:00 ,Sparta Prague,3–0,Jablonec,"3,700",Generali Arena,Pavel Rejžek,Match Report,
,,,,,,,,,,,
,Tue,2020-07-07,20:00 ,Bohemians 1905,2–1,Mladá Boleslav,"1,419",Stadion Ďolíček,Miroslav Zelinka,Match Report,Leg 2 of 2; Mladá Boleslav won
5,Wed,2020-07-08,18:00 ,Slavia Prague,0–0,Sparta Prague,"4,700",Sinobo Stadium,Ondřej Berka,Match Report,
5,Wed,2020-07-08,18:00 ,Jablonec,1–1,Baník Ostrava,877,Stadion Střelnice,Karel Hrubes,Match Report,
5,Wed,2020-07-08,18:00 ,Viktoria Plzeň,4–0,Slovan Liberec,"2,925",Doosan Arena,Pavel Rejžek,Match Report,
,,,,,,,,,,,
,Sun,2020-07-12,17:00 ,Slovan Liberec,2–0,Mladá Boleslav,"2,488",Stadion u Nisy,Petr Ardeleánu,Match Report,
4,Thu,2020-07-23,18:00 ,Příbram,,Teplice,,Energon Aréna,,,Match Postponed
4,Thu,2020-07-23,18:00 ,Opava,,Sigma Olomouc,,Stadion v Městských sadech,,,Match Postponed
4,Thu,2020-07-23,18:00 ,Fastav Zlín,,Karviná,,Stadion Letná,,,Match Postponed
,,,,,,,,,,,
5,Sun,2020-07-26,17:00 ,Sigma Olomouc,,Fastav Zlín,,Andrův stadion,,,Match Postponed
5,Sun,2020-07-26,17:00 ,Karviná,,Příbram,,Městský stadion,,,Match Postponed
5,Sun,2020-07-26,17:00 ,Teplice,,Opava,,Na Stínadlech,,,Match Postponed
1,Fri,2020-08-21,18:00 ,Viktoria Plzeň,3–1,Opava,"2,813",Doosan Arena,Alex Denev,Match Report,
1,Sat,2020-08-22,17:00 ,Fastav Zlín,1–2,Slovácko,"1,282",Stadion Letná,Pavel Královec,Match Report,
1,Sat,2020-08-22,17:00 ,Příbram,1–3,Teplice,"1,350",Energon Aréna,Ondřej Berka,Match Report,
1,Sat,2020-08-22,17:00 ,Sigma Olomouc,1–0,Slovan Liberec,"2,216",Andrův stadion,Paval Julínek,Match Report,
1,Sat,2020-08-22,19:30 ,Zbrojovka Brno,1–4,Sparta Prague,"2,500",Městský fotbalový stadion Srbská,Pavel Franek,Match Report,
1,Sun,2020-08-23,16:30 ,Jablonec,1–0,FK Pardubice,"1,531",Stadion Střelnice,Petr Ardeleánu,Match Report,
1,Sun,2020-08-23,16:30 ,České Budĕjov.,0–6,Slavia Prague,"1,450",Fotbalový stadion Střelecký ostrov,Miroslav Zelinka,Match Report,
1,Sun,2020-08-23,16:30 ,Karviná,0–0,Baník Ostrava,"1,041",Městský stadion,Karel Hrubes,Match Report,
1,Sun,2020-08-23,18:30 ,Bohemians 1905,4–0,Mladá Boleslav,"1,450",Stadion Ďolíček,Pavel Rejžek,Match Report,
,,,,,,,,,,,
2,Fri,2020-08-28,18:00 ,Baník Ostrava,2–2,České Budĕjov.,"3,900",Městský stadion - Vítkovice Aréna,Petr Ardeleánu,Match Report,
2,Sat,2020-08-29,17:00 ,Slovácko,1–1,Jablonec,"2,000",Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec,Match Report,
2,Sat,2020-08-29,17:00 ,Mladá Boleslav,1–3,Fastav Zlín,"1,195",Adidas Aréna,Jiří Houdek,Match Report,
2,Sat,2020-08-29,17:00 ,Opava,1–2,Karviná,"1,650",Stadion v Městských sadech,Miroslav Zelinka,Match Report,
2,Sat,2020-08-29,19:30 ,Slavia Prague,3–0,Příbram,"4,869",Sinobo Stadium,Ondřej Ginzel,Match Report,
2,Sun,2020-08-30,16:30 ,Zbrojovka Brno,0–0,Bohemians 1905,"2,499",Městský fotbalový stadion Srbská,Zbyněk Proske,Match Report,
2,Sun,2020-08-30,16:30 ,Slovan Liberec,4–1,Viktoria Plzeň,"2,488",Stadion u Nisy,Pavel Franek,Match Report,
2,Sun,2020-08-30,16:30 ,FK Pardubice,2–1,Teplice,"1,170",Stadion Ďolíček,Karel Hrubes,Match Report,
2,Sun,2020-08-30,19:00 ,Sparta Prague,3–0,Sigma Olomouc,"4,163",Generali Arena,Pavel Orel,Match Report,
,,,,,,,,,,,
3,Fri,2020-09-11,18:00 ,Sigma Olomouc,3–0,Bohemians 1905,"2,337",Andrův stadion,Jan Cihlář,Match Report,
3,Sat,2020-09-12,17:00 ,Teplice,0–2,Slovácko,"2,193",Na Stínadlech,Pavel Rejžek,Match Report,
3,Sat,2020-09-12,17:00 ,Jablonec,2–0,Baník Ostrava,"2,436",Stadion Střelnice,J. Machálek,Match Report,
3,Sat,2020-09-12,17:00 ,České Budĕjov.,0–2,Slovan Liberec,"2,314",Fotbalový stadion Střelecký ostrov,Emanuel Marek,Match Report,
3,Sat,2020-09-12,17:00 ,Příbram,1–1,Opava,"1,268",Energon Aréna,Petr Hocek,Match Report,
3,Sat,2020-09-12,19:30 ,FK Pardubice,1–1,Slavia Prague,"2,671",Stadion Ďolíček,Pavel Královec,Match Report,
3,Sun,2020-09-13,16:30 ,Karviná,2–5,Sparta Prague,"2,914",Městský stadion,Zbyněk Proske,Match Report,
3,Sun,2020-09-13,16:30 ,Fastav Zlín,3–1,Zbrojovka Brno,"2,809",Stadion Letná,Ondřej Pechanec,Match Report,
3,Sun,2020-09-13,19:00 ,Viktoria Plzeň,2–1,Mladá Boleslav,"5,939",Doosan Arena,Pavel Orel,Match Report,
,,,,,,,,,,,
4,Fri,2020-09-18,20:00 ,Slavia Prague,5–1,Teplice,"9,285",Sinobo Stadium,Emanuel Marek,Match Report,
4,Sat,2020-09-19,16:30 ,Baník Ostrava,3–0,FK Pardubice,"5,152",Městský stadion - Vítkovice Aréna,Zbyněk Proske,Match Report,
4,Sat,2020-09-19,16:30 ,Opava,0–0,České Budĕjov.,"2,686",Stadion v Městských sadech,Pavel Franek,Match Report,
4,Sat,2020-09-19,19:00 ,Bohemians 1905,1–4,Viktoria Plzeň,"3,089",Stadion Ďolíček,Paval Julínek,Match Report,
4,Sun,2020-09-20,15:30 ,Zbrojovka Brno,2–4,Sigma Olomouc,"4,187",Městský fotbalový stadion Srbská,Jan Petřík,Match Report,
4,Sun,2020-09-20,15:30 ,Slovan Liberec,1–1,Karviná,"3,382",Stadion u Nisy,Jiri Musil,Match Report,
4,Sun,2020-09-20,18:00 ,Sparta Prague,3–1,Fastav Zlín,"5,469",Generali Arena,Pavel Rejžek,Match Report,
4,Mon,2020-09-21,18:00 ,Mladá Boleslav,2–0,Jablonec,"1,260",Adidas Aréna,Pavel Královec,Match Report,
,,,,,,,,,,,
5,Sat,2020-09-26,16:30 ,Karviná,0–0,Mladá Boleslav,"1,950",Městský stadion,Alex Denev,Match Report,
5,Sat,2020-09-26,16:30 ,Fastav Zlín,0–1,Sigma Olomouc,"1,802",Stadion Letná,Jana Adámková,Match Report,
5,Sat,2020-09-26,16:30 ,Teplice,2–1,Baník Ostrava,"1,311",Na Stínadlech,Paval Julínek,Match Report,
5,Sat,2020-09-26,19:00 ,Slavia Prague,3–0,Slovácko,"2,000",Sinobo Stadium,Pavel Franek,Match Report,
5,Sun,2020-09-27,15:30 ,Viktoria Plzeň,4–1,Zbrojovka Brno,"1,911",Doosan Arena,Ondřej Ginzel,Match Report,
5,Sun,2020-09-27,15:30 ,FK Pardubice,3–0,Slovan Liberec,867,Stadion Ďolíček,Pavel Orel,Match Report,
5,Sun,2020-09-27,15:30 ,Jablonec,4–1,Opava,"1,810",Stadion Střelnice,Karel Hrubes,Match Report,
5,Sun,2020-09-27,18:00 ,Příbram,1–3,Sparta Prague,"1,800",Energon Aréna,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
6,Fri,2020-10-02,19:00 ,Slovácko,0–1,FK Pardubice,"1,980",Městský fotbalový stadion Miroslava Vale...,Petr Hocek,Match Report,
6,Sat,2020-10-03,16:30 ,Zbrojovka Brno,0–2,Karviná,"1,913",Městský fotbalový stadion Srbská,Pavel Královec,Match Report,
6,Sat,2020-10-03,16:30 ,Mladá Boleslav,2–2,České Budĕjov.,"1,232",Adidas Aréna,Paval Julínek,Match Report,
6,Sat,2020-10-03,16:30 ,Opava,2–1,Teplice,"1,616",Stadion v Městských sadech,Pavel Orel,Match Report,
6,Sat,2020-10-03,19:00 ,Sparta Prague,2–1,Jablonec,"1,931",Generali Arena,Ondřej Pechanec,Match Report,
6,Sun,2020-10-04,15:30 ,Bohemians 1905,2–0,Fastav Zlín,"1,905",Stadion Ďolíček,Ondřej Lerch,Match Report,
6,Sun,2020-10-04,15:30 ,Slovan Liberec,3–0,Příbram,"2,000",Stadion u Nisy,Zbyněk Proske,Match Report,
6,Sun,2020-10-04,15:30 ,Sigma Olomouc,2–2,Viktoria Plzeň,"2,000",Andrův stadion,Petr Ardeleánu,Match Report,
6,Sun,2020-10-04,18:00 ,Baník Ostrava,0–1,Slavia Prague,"2,000",Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
,,,,,,,,,,,
7,Fri,2020-11-06,18:00 ,Jablonec,0–1,Zbrojovka Brno,,Stadion Střelnice,Ondřej Berka,Match Report,
7,Sat,2020-11-07,14:00 ,FK Pardubice,1–0,Opava,,Stadion Ďolíček,Petr Ardeleánu,Match Report,
7,Sat,2020-11-07,16:00 ,Slovácko,0–0,Sigma Olomouc,,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
7,Sat,2020-11-07,16:00 ,České Budĕjov.,1–2,Fastav Zlín,,Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
7,Sat,2020-11-07,18:15 ,Příbram,0–4,Baník Ostrava,,Energon Aréna,Pavel Královec,Match Report,
7,Sun,2020-11-08,14:00 ,Karviná,2–1,Bohemians 1905,,Městský stadion,Paval Julínek,Match Report,
7,Sun,2020-11-08,14:00 ,Teplice,1–2,Slovan Liberec,,Na Stínadlech,Ondřej Pechanec,Match Report,
7,Sun,2020-11-08,16:00 ,Slavia Prague,1–0,Mladá Boleslav,,Sinobo Stadium,Pavel Rejžek,Match Report,
7,Sun,2020-11-08,18:15 ,Viktoria Plzeň,3–1,Sparta Prague,,Doosan Arena,Pavel Franek,Match Report,
,,,,,,,,,,,
4,Sat,2020-11-14,16:00 ,Slovácko,5–1,Příbram,,Městský fotbalový stadion Miroslava Vale...,Ondřej Berka,Match Report,
,,,,,,,,,,,
8,Fri,2020-11-20,18:45 ,Slovan Liberec,1–3,Jablonec,,Stadion u Nisy,Miroslav Zelinka,Match Report,
8,Sat,2020-11-21,14:00 ,Mladá Boleslav,4–1,FK Pardubice,,Adidas Aréna,J. Machálek,Match Report,
8,Sat,2020-11-21,16:00 ,Bohemians 1905,2–0,Teplice,,Stadion Ďolíček,Ondřej Berka,Match Report,
8,Sat,2020-11-21,16:00 ,Sigma Olomouc,3–0,Karviná,,Andrův stadion,Emanuel Marek,Match Report,
8,Sat,2020-11-21,18:30 ,Opava,0–6,Slavia Prague,,Stadion v Městských sadech,Ondřej Ginzel,Match Report,
8,Sun,2020-11-22,14:00 ,Zbrojovka Brno,1–1,Příbram,,Městský fotbalový stadion Srbská,Pavel Orel,Match Report,
8,Sun,2020-11-22,14:00 ,Baník Ostrava,,Slovácko,,Městský stadion - Vítkovice Aréna,,,Match Postponed
8,Sun,2020-11-22,16:00 ,Fastav Zlín,1–0,Viktoria Plzeň,,Stadion Letná,Alex Denev,Match Report,
8,Sun,2020-11-22,18:30 ,Sparta Prague,2–4,České Budĕjov.,,Generali Arena,Petr Hocek,Match Report,
,,,,,,,,,,,
5,Wed,2020-11-25,17:00 ,České Budĕjov.,2–1,Bohemians 1905,,Fotbalový stadion Střelecký ostrov,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
9,Fri,2020-11-27,18:00 ,FK Pardubice,1–1,Sigma Olomouc,,Stadion Ďolíček,Ondřej Ginzel,Match Report,
9,Sat,2020-11-28,14:00 ,Příbram,2–1,Mladá Boleslav,,Energon Aréna,Pavel Rejžek,Match Report,
9,Sat,2020-11-28,16:00 ,Slovácko,3–1,Opava,,Městský fotbalový stadion Miroslava Vale...,Emanuel Marek,Match Report,
9,Sat,2020-11-28,16:00 ,Karviná,0–2,Fastav Zlín,,Městský stadion,Pavel Orel,Match Report,
9,Sat,2020-11-28,18:30 ,České Budĕjov.,0–0,Viktoria Plzeň,,Fotbalový stadion Střelecký ostrov,Ondřej Berka,Match Report,
9,Sun,2020-11-29,14:00 ,Baník Ostrava,,Slovan Liberec,,Městský stadion - Vítkovice Aréna,,,Match Postponed
9,Sun,2020-11-29,16:00 ,Teplice,0–1,Sparta Prague,,Na Stínadlech,Pavel Královec,Match Report,
9,Sun,2020-11-29,18:30 ,Slavia Prague,1–1,Zbrojovka Brno,,Sinobo Stadium,Karel Hrubes,Match Report,
,,,,,,,,,,,
10,Fri,2020-12-04,18:00 ,Fastav Zlín,0–2,Jablonec,,Stadion Letná,Ondřej Berka,Match Report,
10,Sat,2020-12-05,14:00 ,Opava,1–2,Baník Ostrava,,Stadion v Městských sadech,Pavel Franek,Match Report,
10,Sat,2020-12-05,14:00 ,Bohemians 1905,1–1,FK Pardubice,,Stadion Ďolíček,Karel Hrubes,Match Report,
10,Sat,2020-12-05,16:00 ,Sigma Olomouc,1–1,Příbram,,Andrův stadion,Jan Petřík,Match Report,
10,Sat,2020-12-05,18:30 ,Viktoria Plzeň,0–1,Karviná,,Doosan Arena,Petr Hocek,Match Report,
10,Sun,2020-12-06,14:00 ,Zbrojovka Brno,1–3,České Budĕjov.,,Městský fotbalový stadion Srbská,Ondřej Lerch,Match Report,
10,Sun,2020-12-06,16:00 ,Mladá Boleslav,0–2,Teplice,,Adidas Aréna,Alex Denev,Match Report,
10,Sun,2020-12-06,18:30 ,Sparta Prague,0–3,Slavia Prague,,Generali Arena,Miroslav Zelinka,Match Report,
10,Mon,2020-12-07,18:00 ,Slovan Liberec,1–1,Slovácko,,Stadion u Nisy,Pavel Rejžek,Match Report,
,,,,,,,,,,,
9,Tue,2020-12-08,17:00 ,Jablonec,2–1,Bohemians 1905,,Stadion Střelnice,Petr Ardeleánu,Match Report,
,,,,,,,,,,,
11,Fri,2020-12-11,18:30 ,Baník Ostrava,1–0,Bohemians 1905,,Městský stadion - Vítkovice Aréna,Alex Denev,Match Report,
11,Sat,2020-12-12,14:00 ,Opava,2–2,Mladá Boleslav,,Stadion v Městských sadech,Ondřej Berka,Match Report,
11,Sat,2020-12-12,14:00 ,Příbram,1–0,Fastav Zlín,,Energon Aréna,Petr Hocek,Match Report,
11,Sat,2020-12-12,14:00 ,České Budĕjov.,1–1,Karviná,,Fotbalový stadion Střelecký ostrov,Ondřej Ginzel,Match Report,
11,Sat,2020-12-12,16:00 ,FK Pardubice,2–1,Zbrojovka Brno,,Stadion Ďolíček,Ondřej Pechanec,Match Report,
11,Sat,2020-12-12,16:00 ,Teplice,1–1,Sigma Olomouc,,Na Stínadlech,Miroslav Zelinka,Match Report,
11,Sat,2020-12-12,18:30 ,Jablonec,3–2,Viktoria Plzeň,,Stadion Střelnice,Karel Hrubes,Match Report,
11,Sun,2020-12-13,16:00 ,Slovácko,1–2,Sparta Prague,,Městský fotbalový stadion Miroslava Vale...,J. Machálek,Match Report,
11,Sun,2020-12-13,18:30 ,Slavia Prague,3–0,Slovan Liberec,,Sinobo Stadium,Emanuel Marek,Match Report,
,,,,,,,,,,,
12,Tue,2020-12-15,14:00 ,Mladá Boleslav,1–3,Baník Ostrava,,Adidas Aréna,Petr Hocek,Match Report,
12,Tue,2020-12-15,14:00 ,Karviná,2–2,Jablonec,,Městský stadion,Jan Petřík,Match Report,
12,Tue,2020-12-15,16:00 ,Bohemians 1905,2–1,Příbram,,Stadion Ďolíček,Miroslav Zelinka,Match Report,
12,Tue,2020-12-15,16:00 ,Sigma Olomouc,1–1,České Budĕjov.,,Andrův stadion,J. Machálek,Match Report,
12,Tue,2020-12-15,18:00 ,Viktoria Plzeň,7–0,Teplice,,Doosan Arena,Ondřej Berka,Match Report,
12,Wed,2020-12-16,14:00 ,Slovan Liberec,2–0,Opava,,Stadion u Nisy,Karel Hrubes,Match Report,
12,Wed,2020-12-16,14:00 ,Zbrojovka Brno,2–1,Slovácko,,Městský fotbalový stadion Srbská,Radek Dubravsky,Match Report,
12,Wed,2020-12-16,16:00 ,Sparta Prague,2–0,FK Pardubice,,Generali Arena,Alex Denev,Match Report,
12,Wed,2020-12-16,18:00 ,Fastav Zlín,,Slavia Prague,,Stadion Letná,,,Match Postponed
,,,,,,,,,,,
13,Fri,2020-12-18,18:00 ,Baník Ostrava,1–1,Sigma Olomouc,,Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
13,Sat,2020-12-19,14:00 ,Jablonec,2–1,České Budĕjov.,,Stadion Střelnice,Cieslar Ondřej,Match Report,
13,Sat,2020-12-19,14:00 ,Příbram,0–1,Karviná,,Energon Aréna,Ondřej Pechanec,Match Report,
13,Sat,2020-12-19,16:00 ,Slovan Liberec,3–0,Mladá Boleslav,,Stadion u Nisy,Jana Adámková,Match Report,
13,Sun,2020-12-20,14:00 ,FK Pardubice,0–0,Fastav Zlín,,Stadion Ďolíček,Ondřej Lerch,Match Report,
13,Sun,2020-12-20,14:00 ,Teplice,1–0,Zbrojovka Brno,,Na Stínadlech,Tomáš Klíma,Match Report,
13,Sun,2020-12-20,16:00 ,Slovácko,4–0,Viktoria Plzeň,,Městský fotbalový stadion Miroslava Vale...,Ondřej Ginzel,Match Report,
13,Sun,2020-12-20,18:30 ,Slavia Prague,2–1,Bohemians 1905,,Sinobo Stadium,Pavel Franek,Match Report,
,,,,,,,,,,,
14,Tue,2020-12-22,15:00 ,České Budĕjov.,,Příbram,,Fotbalový stadion Střelecký ostrov,Milan Matejcek,,Match Postponed
14,Tue,2020-12-22,15:00 ,Sigma Olomouc,1–3,Jablonec,,Andrův stadion,Petr Hocek,Match Report,
14,Tue,2020-12-22,17:00 ,Sparta Prague,1–1,Slovan Liberec,,Generali Arena,Emanuel Marek,Match Report,
14,Wed,2020-12-23,15:00 ,Karviná,0–2,FK Pardubice,,Městský stadion,Miroslav Zelinka,Match Report,
14,Wed,2020-12-23,15:00 ,Bohemians 1905,,Opava,,Stadion Ďolíček,,,Match Postponed
14,Wed,2020-12-23,15:00 ,Fastav Zlín,2–3,Teplice,,Stadion Letná,J. Machálek,Match Report,
14,Wed,2020-12-23,15:00 ,Zbrojovka Brno,0–1,Baník Ostrava,,Městský fotbalový stadion Srbská,Ondřej Berka,Match Report,
14,Wed,2020-12-23,15:00 ,Mladá Boleslav,2–3,Slovácko,,Adidas Aréna,Jan Petřík,Match Report,
14,Wed,2020-12-23,17:00 ,Viktoria Plzeň,0–1,Slavia Prague,,Doosan Arena,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
15,Fri,2021-01-15,18:00 ,Teplice,,Jablonec,,Na Stínadlech,,Head-to-Head,
15,Sat,2021-01-16,14:00 ,Opava,,Fastav Zlín,,Stadion v Městských sadech,,Head-to-Head,
15,Sat,2021-01-16,14:00 ,Mladá Boleslav,,Zbrojovka Brno,,Adidas Aréna,,Head-to-Head,
15,Sat,2021-01-16,16:00 ,Slovan Liberec,,Bohemians 1905,,Stadion u Nisy,,Head-to-Head,
15,Sat,2021-01-16,16:00 ,Slovácko,,Karviná,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
15,Sat,2021-01-16,18:30 ,Slavia Prague,,Sigma Olomouc,,Sinobo Stadium,,Head-to-Head,
15,Sun,2021-01-17,14:00 ,FK Pardubice,,České Budĕjov.,,Stadion K Vinici,,Head-to-Head,
15,Sun,2021-01-17,16:00 ,Příbram,,Viktoria Plzeň,,Energon Aréna,,Head-to-Head,
15,Sun,2021-01-17,18:30 ,Baník Ostrava,,Sparta Prague,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
,,,,,,,,,,,
16,Fri,2021-01-22,18:00 ,Zbrojovka Brno,,Slovan Liberec,,Městský fotbalový stadion Srbská,,Head-to-Head,
16,Sat,2021-01-23,14:00 ,Sigma Olomouc,,Opava,,Andrův stadion,,Head-to-Head,
16,Sat,2021-01-23,16:00 ,Bohemians 1905,,Slovácko,,Stadion Ďolíček,,Head-to-Head,
16,Sat,2021-01-23,16:00 ,Fastav Zlín,,Baník Ostrava,,Stadion Letná,,Head-to-Head,
16,Sat,2021-01-23,18:30 ,Karviná,,Slavia Prague,,Městský stadion,,Head-to-Head,
16,Sun,2021-01-24,14:00 ,České Budĕjov.,,Teplice,,Fotbalový stadion Střelecký ostrov,,Head-to-Head,
16,Sun,2021-01-24,14:00 ,Jablonec,,Příbram,,Stadion Střelnice,,Head-to-Head,
